id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
319,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,419.4,,no_detectable_heading,"CHAPTER 10—MEANS OF EGRESS SBC 201-CC-2024 1006 m2. Each of these areas is deducted from the restaurant area, resulting in a net floor area of 419.4 m2). Since the restaurant intends to have unconcentrated seating that involves loose tables and",,,,,,split_chunk_candidate,,,
320,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,1004.5,1004.6,body_heading_differs_from_section_number,The maximum area of 0.65 m2 per occupant should allow for sufficient occupant movement in actual fire situations. This is not a conflict with the standing space provisions of 0.46 m2 net in accordance with Table 1004.5. Standing space is,,,,,,split_chunk_candidate,,,
321,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,1004.5,,no_detectable_heading,"❖ This section addresses the means of egress of outdoor areas such as yards, patios and courts. The primary concern is for those outdoor areas, used for functions that may include occupants other than the building occupants or the building",,,,,,split_chunk_candidate,,,
322,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,1010.1.1,,no_detectable_heading,"Since the doors are manually operable, they need not automatically open or close during a loss of power; however, a standby power supply must be provided. The primary power supply must be supervised so that an alarm is received at",,,,,,split_chunk_candidate,,,
323,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,1028.5,1010.5,suspicious_cross_chapter_label,See the commentary for Section 1028.5 for access to a safe dispersal area when access to a public way is not available. 1010.5 Turnstiles or similar devices. Turnstiles or similar devices that restrict travel to one direction shall not be,,,,1,,split_chunk_candidate,,,
324,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,34,103,1010.5.2,,no_detectable_heading,2 Each security access turnstile lane configuration has a minimum clear passage width of 550 mm. 3 Any security access turnstile lane configuration providing a clear passage width of less than 800 mm shall be credited with a maximum egress,,,,,,split_chunk_candidate,,,
327,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1005.3.1,,no_detectable_heading,The traditional unit of measurement of egress capacity was based on a “unit exit width” that was to simulate the body ellipse with a basic dimensional width of 550 mm—approximately the shoulder width of an average adult male. This unit,,,,1,1,split_chunk_candidate,,,
329,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1009.3.2,1005.3.2,suspicious_cross_chapter_label,"Keep in mind that accessible means of egress stairways in nonsprinklered buildings require a minimum clear width of 1200 mm between handrails (Section 1009.3.2 ). 1005.3.2 Other egress components. The capacity, in millimeters, of means of egress components other than",,,,1,1,split_chunk_candidate,,,
330,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1010.1.1,,no_detectable_heading,"For example, two exit access doorways from a room with an occupant load of 300 would each have a required capacity of not less than 150. Based on the minimum required clear door width [800 mm clear width per door",,,,,,split_chunk_candidate,,,
331,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1005.6,,no_detectable_heading,"❖ It is critical that the distribution of both egress capacity and minimum width are examined. Where multiple means of egress are required, the loss of any one path cannot reduce the available capacity or width to less than 50",,,,,,split_chunk_candidate,,,
332,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1005.7.1,,no_detectable_heading,"❖ Projections or restrictions in the required width can impede and restrict occupant travel, causing egress to occur less efficiently than expected. The swinging of a door, such as from a room into a corridor, and any handrails along the",,,,,,split_chunk_candidate,,,
335,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,36,189,1005.3,1030.6.2,suspicious_cross_chapter_label,These provisions are applicable within the seating area itself. When the occupants have left the seating bowl and have moved to stairways outside of the room or have moved to cross aisles and then stairways or ramps leaving the balcony,,,,,,manual_review,,,
336,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,1017.1,1017.2,body_heading_differs_from_section_number,CHAPTER 10—MEANS OF EGRESS SBC 201-CC-2024 1016 All portions of machinery rooms shall be within 45 m of an exit or exit access doorway. An increase in exit access travel distance is permitted in accordance with Section 1017.1 . Exit,,,,,,split_chunk_candidate,,,
337,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,1019.3,1006.2.2.6,suspicious_cross_chapter_label,❖ A vehicle-only ramp may be considered as one of the required exit access ramps if pedestrian walkways are provided along the ramp. The low-slope ramps that are lined with parking spaces are not considered vehicle ramps. In open parking,,,,1,,split_chunk_candidate,,,
338,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,1006.3,1006.3.1,body_heading_child_of_section_number,"For open exit access stairways or ramps, it is important to consider where a stairway ramp can be open (Section 1019), where that stairway/ramp is part of the required ways off the floor (Section 1006.3), and how much travel distance",,,,,,split_chunk_candidate,,,
342,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,1009.4,,no_detectable_heading,This section addresses where an elevator must serve as part of an accessible means of egress. See Section 1104 for where elevators are required for the accessible route into a building. By referencing 1009.4 both an area of refuge and,,,,1,,do_not_touch,,,
343,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,903.3.1,1009.3,suspicious_cross_chapter_label,"Exception 2 specifies that a building sprinklered throughout in accordance with NFPA 13 or NFPA 13R (see Section 903.3.1.1 or 903.3.1.2 ), with ramp access to each level, such as in a sports stadium, is not required to also have",,,,1,,split_chunk_candidate,,,
344,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,44,61,1011.2,,no_detectable_heading,Exceptions for sprinklered buildings are in recognition of the increased safety and evacuation times that are afforded in a sprinklered occupancy. The expectation is that a supervised system will reduce the threat of fire by reliably controlling and confining the,,,,1,,do_not_touch,,,
349,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,48,185,1005.7,1029.3,suspicious_cross_chapter_label,"A cross reference to Section 1005.7 in the exceptions for width in aisles (see Section 1018.1), corridors (see Section 1020.4), exit passageways (see Section 1024.2) and exit courts (see Section 1029.2) reinforces the fact that the protrusion limits provision is",,,,,,split_chunk_candidate,,,
350,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,48,185,1030.1.1,1030.6,body_heading_differs_from_section_number,"Since this section is extensive, here is a basic breakdown: • Sections 1030.1.1 and 1030.1.1.1 deal with bleachers and grandstands. • Sections 1030.2 through 1030.5 deal with number and distribution of exits. • Section 1030.6 and subsections discuss aisle widths",,,,,,split_chunk_candidate,,,
351,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,50,51,1016.2,,no_detectable_heading,"CHAPTER 10—MEANS OF EGRESS SBC 201-CC-2024 1022 1016.2, which apply where multiple spaces combine. For example, the second story of a building houses two tenants, one business and one mercantile. Each tenant would be permitted a single, but separate, exit,",1,,,,,do_not_touch,,,
353,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,50,51,1007.1.1,,no_detectable_heading,"As reflected in Exception 2, the protection provided by an automatic sprinkler system can reduce the threat of fire buildup so that the reduction in remoteness to one-third of the diagonal dimension is not unreasonable, based on the presumption that",,,,,,split_chunk_candidate,,,
354,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,52,54,1005.5,,no_detectable_heading,"CHAPTER 10—MEANS OF EGRESS SBC 201-CC-2024 1024 but the exits must be located so that one fire event will not block two exits; thus, two doors immediately adjacent would not be acceptable. The appropriate separation is subjective and would be",,,,,,split_chunk_candidate,,,
356,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,52,54,1008.2.2,,no_detectable_heading,The exception addresses assembly occupancies where low light level is needed for the function of the space. It is not the intent of the exception to require a fire alarm system but to require a connection to the egress lighting,,,,,,split_chunk_candidate,,,
357,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,52,54,1008.2,,no_detectable_heading,"❖ Where two or more ways out (i.e., exits or access to exits) are required from a room or space, emergency lighting must be provided along aisles, corridors, exit access stairways and ramps within the space. It is not the",,,,,,split_chunk_candidate,,,
361,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,55,58,1103.2.9,,no_detectable_heading,"Exception 1 is a special consideration for mezzanines. The size of mezzanines is limited to a portion of the space below (see Section 505). Most are open to the space below; thus, with the same atmosphere and line of sight,",,,,,,split_chunk_candidate,,,
363,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,55,58,1009.6,1009.2.1,body_heading_differs_from_section_number,"This section requires the accessible means of egress to have an accessible route along the path for exit access, exit and exit discharge. Stairways that lead from the level of exit discharge to grade are considered part of the exit",,,,1,,split_chunk_candidate,,,
364,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,62,63,1009.6.4,,no_detectable_heading,"CHAPTER 10—MEANS OF EGRESS SBC 201-CC-2024 1034 occupants in a fire incident is exposure to smoke and fumes. Floor areas in open parking structures communicate sufficiently with the outdoors such that the need for protection from smoke is not necessary;",,,,1,,split_chunk_candidate,,,
365,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,62,63,2702.2.2,1009.4.2,suspicious_cross_chapter_label,"❖ In order for an elevator to be reliably available for fire department assisted rescue, standby power is required in case the regular power is interrupted. The elevator must also be equipped with the fire department recall and emergency operation",,,,1,,split_chunk_candidate,,,
366,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,62,63,406.5.2,,no_detectable_heading,"If a level in an open parking garage contains accessible parking spaces or is part of the route to and from those spaces, that level is required to have accessible means of egress. Exception 1 is in recognition of the",,,,,,split_chunk_candidate,,,
368,SBC 201 - The Saudi General Building Code-1001-1250_extracted_chunks.json,64,147,1009.3.3,1009.6.2,body_heading_differs_from_section_number,"In summary, the code takes a reasonably consistent approach for both conventional and accessible means of egress by limiting the distance one must travel to reach a safe area from which further egress to a public way is available. Where",,,,,,split_chunk_candidate,,,
